Sipariş ID,Müşteri ID,Sipariş Tarihi,Kategori,Ürün,Birim Fiyat,Adet,İndirim Oranı,Toplam Tutar,Bölge,Ödeme Yöntemi,İade Durumu,İade Nedeni,Müşteri Puanı
ORD-13738,CUST-4656,2025-04-26,Elektronik,Akıllı Saat,16431.02,1,0.0,16431.02,Marmara,Kredi Kartı,False,,1
ORD-13739,CUST-1424,2026-02-02,Giyim,Mont,505.11,2,0.17,838.48,Ege,Havale/EFT,False,,2
ORD-13740,CUST-1121,2025-06-28,Ev & Yaşam,Masa,8930.83,3,0.11,23845.32,Marmara,Kredi Kartı,True,Vazgeçtim,2
ORD-13741,CUST-4505,2025-04-30,Spor,Kamp Çadırı,666.78,4,0.0,2667.12,Güneydoğu Anadolu,Havale/EFT,True,Görselden Farklı,2
ORD-13742,CUST-1842,2025-07-11,Giyim,Gömlek,1924.75,1,0.06,1809.26,Güneydoğu Anadolu,Kredi Kartı,False,,4
ORD-13743,CUST-4861,2025-10-04,Giyim,Gömlek,1828.19,5,0.0,9140.95,Marmara,Havale/EFT,False,,3
ORD-13744,CUST-1517,2025-04-01,Elektronik,Tablet,36862.33,2,0.0,73724.66,Marmara,Havale/EFT,False,,3
ORD-13745,CUST-1400,2026-01-10,Ev & Yaşam,Sandalye,2487.48,3,0.11,6641.57,Marmara,Kredi Kartı,False,,3
ORD-13746,CUST-2739,2025-07-04,Ev & Yaşam,Robot Süpürge,11490.37,2,0.0,22980.74,Ege,Havale/EFT,False,,3
ORD-13747,CUST-1039,2025-10-01,Elektronik,Mouse,26000.18,2,0.0,52000.36,İç Anadolu,Kredi Kartı,False,,1
ORD-13748,CUST-4814,2025-06-17,Ev & Yaşam,Lamba,6551.79,2,0.19,10613.9,Marmara,Kredi Kartı,False,,1
ORD-13749,CUST-3617,2025-10-28,Spor,Bisiklet,8372.55,3,0.0,25117.65,Marmara,Kredi Kartı,False,,5
ORD-13750,CUST-1931,2025-03-02,Ev & Yaşam,Kahve Makinesi,10523.84,3,0.24,23994.36,İç Anadolu,Kredi Kartı,False,,2
ORD-13751,CUST-1975,2025-07-09,Giyim,Ayakkabı,1972.89,5,0.0,9864.45,Ege,Banka Kartı,True,Görselden Farklı,3
ORD-13752,CUST-4161,2025-08-26,Giyim,Ayakkabı,1689.7,1,0.21,1334.86,Ege,Havale/EFT,True,Beden Uymadı,3
ORD-13753,CUST-1877,2025-10-23,Elektronik,Akıllı Telefon,36521.5,1,0.0,36521.5,İç Anadolu,Kredi Kartı,False,,3
ORD-13754,CUST-3638,2025-03-04,Ev & Yaşam,Robot Süpürge,8600.49,3,0.16,21673.23,Marmara,Kredi Kartı,False,,5
ORD-13755,CUST-1627,2025-11-07,Elektronik,Klavye,18153.05,1,0.0,18153.05,Ege,Kredi Kartı,False,,5
ORD-13756,CUST-3480,2026-01-14,Giyim,Gömlek,246.23,1,0.0,246.23,Marmara,Kredi Kartı,False,,4
ORD-13757,CUST-1727,2025-10-30,Elektronik,Laptop,16053.23,1,0.0,16053.23,Marmara,Kapıda Ödeme,False,,4
ORD-13758,CUST-4836,2025-12-18,Ev & Yaşam,Sandalye,2351.3,5,0.0,11756.5,Karadeniz,Kredi Kartı,False,,1
ORD-13759,CUST-1759,2025-08-10,Spor,Spor Çantası,5033.85,3,0.0,15101.55,İç Anadolu,Havale/EFT,False,,3
ORD-13760,CUST-4862,2025-09-30,Elektronik,Tablet,7407.09,2,0.24,11258.78,Marmara,Kredi Kartı,False,,4
ORD-13761,CUST-3673,2026-02-20,Spor,Yoga Matı,1525.34,3,0.06,4301.46,Ege,Kredi Kartı,False,,1
ORD-13762,CUST-3769,2025-07-31,Giyim,Tişört,1257.48,2,0.0,2514.96,İç Anadolu,Havale/EFT,False,,3
ORD-13763,CUST-3660,2025-11-10,Spor,Dambıl,6214.37,5,0.0,31071.85,Marmara,Kapıda Ödeme,False,,5
ORD-13764,CUST-1556,2026-01-28,Ev & Yaşam,Robot Süpürge,14299.15,1,0.14,12297.27,Marmara,Havale/EFT,False,,4
ORD-13765,CUST-3024,2025-12-31,Giyim,Spor Ayakkabı,661.23,2,0.0,1322.46,Ege,Kredi Kartı,False,,5
ORD-13766,CUST-3955,2026-01-09,Elektronik,Tablet,38455.33,1,0.0,38455.33,Marmara,Kredi Kartı,False,,1
ORD-13767,CUST-1980,2026-01-24,Giyim,Tişört,303.12,4,0.0,1212.48,Marmara,Banka Kartı,True,Vazgeçtim,2
ORD-13768,CUST-4990,2025-12-15,Ev & Yaşam,Sandalye,12534.6,3,0.22,29330.96,Marmara,Kredi Kartı,False,,2
ORD-13769,CUST-1934,2025-05-21,Elektronik,Akıllı Saat,31521.41,2,0.22,49173.4,Ege,Kapıda Ödeme,False,,5
ORD-13770,CUST-2246,2025-06-09,Elektronik,Monitör,19461.51,2,0.0,38923.02,Ege,Kredi Kartı,False,,2
ORD-13771,CUST-1507,2025-06-18,Elektronik,Tablet,32722.43,1,0.0,32722.43,İç Anadolu,Kredi Kartı,False,,5
ORD-13772,CUST-1856,2025-10-09,Elektronik,Mouse,4715.02,1,0.0,4715.02,Ege,Kredi Kartı,False,,5
ORD-13773,CUST-3230,2025-12-06,Giyim,Tişört,474.95,3,0.11,1268.12,Akdeniz,Kredi Kartı,False,,2
ORD-13774,CUST-4248,2025-06-09,Spor,Dambıl,6744.32,5,0.0,33721.6,Marmara,Havale/EFT,False,,1
ORD-13775,CUST-2800,2025-10-30,Elektronik,Laptop,13174.48,1,0.08,12120.52,Doğu Anadolu,Kredi Kartı,False,,3
ORD-13776,CUST-3260,2025-04-15,Elektronik,Laptop,26876.11,1,0.0,26876.11,Akdeniz,Kredi Kartı,False,,2
ORD-13777,CUST-3986,2025-11-23,Ev & Yaşam,Masa,7374.3,5,0.24,28022.34,Ege,Banka Kartı,False,,1
ORD-13778,CUST-2520,2025-09-29,Ev & Yaşam,Kahve Makinesi,5020.57,2,0.0,10041.14,Marmara,Banka Kartı,False,,4
ORD-13779,CUST-3789,2025-11-02,Elektronik,Tablet,8919.99,1,0.0,8919.99,İç Anadolu,Kapıda Ödeme,False,,1
ORD-13780,CUST-1427,2025-12-22,Ev & Yaşam,Halı,11230.38,1,0.0,11230.38,Ege,Banka Kartı,False,,3
ORD-13781,CUST-3806,2025-03-24,Giyim,Mont,1036.5,1,0.0,1036.5,Doğu Anadolu,Kredi Kartı,False,,2
ORD-13782,CUST-1112,2025-09-23,Elektronik,Kulaklık,35225.2,1,0.0,35225.2,Doğu Anadolu,Kredi Kartı,True,Kusurlu Ürün,1
ORD-13783,CUST-2602,2025-05-27,Ev & Yaşam,Masa,14614.48,3,0.0,43843.44,Ege,Kredi Kartı,False,,2
ORD-13784,CUST-2475,2025-08-06,Elektronik,Tablet,37828.48,1,0.0,37828.48,İç Anadolu,Kredi Kartı,False,,4
ORD-13785,CUST-4305,2025-10-06,Elektronik,Kulaklık,1457.03,2,0.23,2243.83,Akdeniz,Kredi Kartı,False,,5
ORD-13786,CUST-4328,2026-01-27,Elektronik,Monitör,12894.17,2,0.0,25788.34,Güneydoğu Anadolu,Kredi Kartı,False,,4
ORD-13787,CUST-3210,2025-07-07,Ev & Yaşam,Halı,6700.9,4,0.19,21710.92,Akdeniz,Banka Kartı,False,,4
ORD-13788,CUST-2079,2025-07-23,Giyim,Tişört,1942.49,3,0.0,5827.47,Güneydoğu Anadolu,Kredi Kartı,False,,3
ORD-13789,CUST-4781,2026-02-11,Ev & Yaşam,Masa,7419.88,3,0.0,22259.64,Akdeniz,Kredi Kartı,False,,4
ORD-13790,CUST-4272,2025-08-03,Giyim,Tişört,1857.04,1,0.0,1857.04,Doğu Anadolu,Havale/EFT,True,Beden Uymadı,2
ORD-13791,CUST-4021,2026-01-11,Elektronik,Tablet,25388.09,1,0.0,25388.09,Karadeniz,Banka Kartı,False,,4
ORD-13792,CUST-2471,2025-07-31,Ev & Yaşam,Kahve Makinesi,14651.22,1,0.0,14651.22,Marmara,Kredi Kartı,False,,3
ORD-13793,CUST-4478,2025-08-25,Ev & Yaşam,Sandalye,7090.84,5,0.07,32972.41,Güneydoğu Anadolu,Havale/EFT,False,,3
ORD-13794,CUST-2664,2025-03-04,Ev & Yaşam,Sandalye,8840.14,2,0.1,15912.25,Marmara,Kredi Kartı,True,Kusurlu Ürün,3
ORD-13795,CUST-1161,2026-02-14,Spor,Bisiklet,3380.88,1,0.0,3380.88,Ege,Kredi Kartı,False,,4
ORD-13796,CUST-2445,2025-05-24,Ev & Yaşam,Kahve Makinesi,8486.03,1,0.0,8486.03,Marmara,Kredi Kartı,False,,3
ORD-13797,CUST-4850,2025-03-06,Spor,Dambıl,7781.24,3,0.0,23343.72,Ege,Kredi Kartı,False,,4
ORD-13798,CUST-4509,2026-01-27,Spor,Yoga Matı,8203.73,1,0.17,6809.1,Doğu Anadolu,Banka Kartı,False,,2
ORD-13799,CUST-1498,2025-12-18,Spor,Spor Çantası,4770.92,2,0.0,9541.84,Güneydoğu Anadolu,Kredi Kartı,False,,3
ORD-13800,CUST-2138,2025-09-05,Spor,Koşu Bandı,3718.19,5,0.19,15058.67,Marmara,Kredi Kartı,False,,5
ORD-13801,CUST-1933,2025-05-28,Elektronik,Akıllı Telefon,34318.95,1,0.16,28827.92,Marmara,Banka Kartı,False,,4
ORD-13802,CUST-4823,2026-02-22,Giyim,Mont,1521.52,3,0.02,4473.27,Karadeniz,Kapıda Ödeme,False,,5
ORD-13803,CUST-4725,2025-12-14,Ev & Yaşam,Kahve Makinesi,13369.33,5,0.1,60161.98,Karadeniz,Havale/EFT,False,,4
ORD-13804,CUST-1961,2025-12-16,Giyim,Gömlek,1164.66,5,0.0,5823.3,Marmara,Kapıda Ödeme,False,,4
ORD-13805,CUST-2627,2026-01-30,Spor,Spor Çantası,8047.78,5,0.0,40238.9,Marmara,Kredi Kartı,False,,3
ORD-13806,CUST-4508,2025-05-09,Ev & Yaşam,Kahve Makinesi,8574.67,5,0.0,42873.35,Ege,Havale/EFT,False,,3
ORD-13807,CUST-2808,2025-10-03,Spor,Spor Çantası,4308.52,4,0.17,14304.29,Marmara,Kredi Kartı,False,,3
ORD-13808,CUST-1670,2025-09-05,Ev & Yaşam,Robot Süpürge,5334.92,5,0.0,26674.6,Ege,Havale/EFT,False,,1
ORD-13809,CUST-3174,2025-08-23,Spor,Spor Çantası,3253.73,1,0.0,3253.73,Marmara,Banka Kartı,False,,2
ORD-13810,CUST-4262,2025-12-22,Spor,Spor Çantası,559.44,3,0.2,1342.66,Ege,Kredi Kartı,False,,1
ORD-13811,CUST-2112,2025-03-12,Ev & Yaşam,Mutfak Robotu,6919.14,4,0.01,27399.79,Güneydoğu Anadolu,Kapıda Ödeme,False,,1
ORD-13812,CUST-2474,2025-08-30,Ev & Yaşam,Halı,9380.22,1,0.2,7504.18,İç Anadolu,Havale/EFT,False,,3
ORD-13813,CUST-1541,2025-08-31,Spor,Kamp Çadırı,2243.05,3,0.07,6258.11,Akdeniz,Kredi Kartı,False,,3
ORD-13814,CUST-3906,2026-01-31,Spor,Spor Çantası,9428.11,4,0.0,37712.44,Karadeniz,Banka Kartı,False,,1
ORD-13815,CUST-3902,2025-08-12,Elektronik,Mouse,38104.56,1,0.04,36580.38,Doğu Anadolu,Kredi Kartı,False,,2
ORD-13816,CUST-2944,2025-09-10,Ev & Yaşam,Lamba,7760.39,5,0.0,38801.95,Doğu Anadolu,Kredi Kartı,False,,2
ORD-13817,CUST-4012,2026-01-19,Spor,Spor Çantası,326.22,4,0.2,1043.9,Ege,Banka Kartı,False,,4
ORD-13818,CUST-2782,2026-02-06,Ev & Yaşam,Halı,8252.07,5,0.2,33008.28,Marmara,Banka Kartı,True,Görselden Farklı,3
ORD-13819,CUST-4403,2025-09-14,Elektronik,Tablet,14518.04,2,0.0,29036.08,Akdeniz,Banka Kartı,False,,3
ORD-13820,CUST-3011,2025-04-18,Spor,Koşu Bandı,5686.09,1,0.0,5686.09,Marmara,Kapıda Ödeme,False,,3
ORD-13821,CUST-1088,2026-02-09,Spor,Yoga Matı,3496.76,2,0.0,6993.52,Marmara,Banka Kartı,False,,5
ORD-13822,CUST-2951,2025-11-21,Elektronik,Akıllı Saat,25182.85,1,0.0,25182.85,Ege,Kredi Kartı,False,,2
ORD-13823,CUST-1883,2025-07-30,Elektronik,Kulaklık,8735.76,2,0.0,17471.52,Marmara,Kapıda Ödeme,False,,2
ORD-13824,CUST-4104,2025-07-15,Ev & Yaşam,Kahve Makinesi,8417.35,1,0.17,6986.4,İç Anadolu,Kapıda Ödeme,False,,1
ORD-13825,CUST-3641,2026-02-13,Giyim,Gömlek,899.01,3,0.0,2697.03,Marmara,Kredi Kartı,False,,4
ORD-13826,CUST-3455,2025-04-12,Ev & Yaşam,Masa,13748.19,5,0.0,68740.95,Güneydoğu Anadolu,Banka Kartı,True,Kusurlu Ürün,1
ORD-13827,CUST-3305,2025-03-25,Ev & Yaşam,Sandalye,14295.14,4,0.16,48031.67,Marmara,Kredi Kartı,False,,3
ORD-13828,CUST-4387,2025-05-30,Giyim,Mont,778.77,3,0.13,2032.59,Marmara,Kredi Kartı,False,,2
ORD-13829,CUST-2255,2026-01-10,Ev & Yaşam,Kahve Makinesi,11106.14,1,0.18,9107.03,Karadeniz,Kredi Kartı,False,,1
ORD-13830,CUST-2859,2025-12-14,Giyim,Pantolon,861.96,3,0.0,2585.88,Karadeniz,Kredi Kartı,False,,4
ORD-13831,CUST-3528,2025-12-30,Giyim,Gömlek,1737.64,3,0.18,4274.59,Marmara,Kredi Kartı,False,,5
ORD-13832,CUST-3943,2025-10-17,Spor,Bisiklet,8862.02,5,0.13,38549.79,Karadeniz,Havale/EFT,True,Kusurlu Ürün,3
ORD-13833,CUST-4962,2025-10-04,Spor,Yoga Matı,5113.61,4,0.0,20454.44,Akdeniz,Kredi Kartı,False,,1
ORD-13834,CUST-2206,2025-03-04,Spor,Spor Çantası,7079.1,2,0.0,14158.2,Karadeniz,Kapıda Ödeme,False,,2
ORD-13835,CUST-4419,2025-07-17,Elektronik,Mouse,19700.04,1,0.01,19503.04,Marmara,Kredi Kartı,True,Beden Uymadı,2
ORD-13836,CUST-4300,2025-04-16,Elektronik,Kulaklık,24008.1,2,0.0,48016.2,İç Anadolu,Kredi Kartı,False,,2
ORD-13837,CUST-2729,2025-08-28,Spor,Bisiklet,9239.31,3,0.06,26054.85,Marmara,Kredi Kartı,False,,3
ORD-13838,CUST-1856,2025-03-27,Elektronik,Laptop,35349.24,2,0.0,70698.48,Marmara,Kredi Kartı,False,,1
ORD-13839,CUST-4328,2025-06-15,Spor,Dambıl,6974.62,1,0.17,5788.93,Marmara,Kredi Kartı,False,,4
ORD-13840,CUST-2472,2025-09-23,Elektronik,Akıllı Saat,39957.57,1,0.0,39957.57,Marmara,Kapıda Ödeme,False,,4
ORD-13841,CUST-1872,2025-10-13,Giyim,Kazak,1684.25,4,0.16,5659.08,Marmara,Havale/EFT,True,Vazgeçtim,3
ORD-13842,CUST-1703,2025-09-22,Giyim,Pantolon,1671.46,5,0.04,8023.01,Karadeniz,Kapıda Ödeme,False,,3
ORD-13843,CUST-1063,2025-02-23,Spor,Dambıl,2166.29,4,0.0,8665.16,Karadeniz,Kredi Kartı,False,,1
ORD-13844,CUST-1700,2026-01-21,Ev & Yaşam,Mutfak Robotu,1549.62,3,0.0,4648.86,Ege,Kredi Kartı,False,,4
ORD-13845,CUST-1341,2025-03-27,Elektronik,Laptop,38295.74,2,0.0,76591.48,Doğu Anadolu,Banka Kartı,False,,1
ORD-13846,CUST-3343,2025-08-09,Spor,Dambıl,8322.23,2,0.0,16644.46,İç Anadolu,Kredi Kartı,False,,3
ORD-13847,CUST-4263,2025-11-03,Spor,Bisiklet,4426.51,1,0.06,4160.92,Ege,Havale/EFT,False,,3
ORD-13848,CUST-2934,2025-08-21,Elektronik,Klavye,7181.07,2,0.0,14362.14,Marmara,Kredi Kartı,False,,3
ORD-13849,CUST-3715,2026-02-12,Spor,Dambıl,7825.57,4,0.0,31302.28,Marmara,Kredi Kartı,False,,4
ORD-13850,CUST-4183,2025-11-05,Elektronik,Akıllı Telefon,12354.32,1,0.0,12354.32,Marmara,Kredi Kartı,False,,5
ORD-13851,CUST-3044,2026-02-01,Ev & Yaşam,Halı,13684.18,1,0.0,13684.18,Ege,Banka Kartı,False,,3
ORD-13852,CUST-4635,2025-03-18,Ev & Yaşam,Halı,11091.59,1,0.23,8540.52,Marmara,Kredi Kartı,False,,3
ORD-13853,CUST-4136,2025-05-08,Spor,Spor Çantası,7930.64,1,0.0,7930.64,Marmara,Kredi Kartı,True,Vazgeçtim,1
ORD-13854,CUST-1931,2025-10-05,Spor,Yoga Matı,4166.0,3,0.24,9498.48,Ege,Kredi Kartı,False,,4
ORD-13855,CUST-3972,2025-12-08,Elektronik,Klavye,6419.77,1,0.0,6419.77,Marmara,Kredi Kartı,False,,1
ORD-13856,CUST-1180,2025-09-30,Elektronik,Klavye,9188.54,2,0.0,18377.08,Marmara,Kapıda Ödeme,False,,4
ORD-13857,CUST-2603,2025-09-21,Elektronik,Laptop,12859.11,1,0.2,10287.29,Marmara,Kredi Kartı,False,,1
ORD-13858,CUST-1329,2026-02-10,Spor,Koşu Bandı,7601.95,1,0.13,6613.7,Marmara,Havale/EFT,False,,5
ORD-13859,CUST-2025,2025-05-25,Ev & Yaşam,Halı,5630.07,4,0.0,22520.28,İç Anadolu,Kapıda Ödeme,False,,1
ORD-13860,CUST-2775,2025-09-30,Spor,Yoga Matı,6911.78,5,0.2,27647.12,Marmara,Banka Kartı,False,,1
ORD-13861,CUST-2060,2025-06-08,Elektronik,Kulaklık,4874.42,1,0.0,4874.42,Marmara,Kredi Kartı,False,,2
ORD-13862,CUST-1803,2025-09-27,Spor,Koşu Bandı,7872.94,1,0.17,6534.54,Marmara,Banka Kartı,True,Geç Teslimat,3
ORD-13863,CUST-4311,2025-07-10,Ev & Yaşam,Lamba,7140.27,4,0.0,28561.08,Karadeniz,Kapıda Ödeme,False,,1
ORD-13864,CUST-1722,2026-02-01,Giyim,Ayakkabı,1535.15,2,0.0,3070.3,Marmara,Kredi Kartı,True,Geç Teslimat,3
ORD-13865,CUST-1156,2025-05-10,Ev & Yaşam,Masa,12409.9,1,0.21,9803.82,Karadeniz,Kredi Kartı,True,Görselden Farklı,3
ORD-13866,CUST-1986,2025-10-15,Elektronik,Monitör,36110.38,2,0.22,56332.19,İç Anadolu,Kredi Kartı,False,,4
ORD-13867,CUST-4085,2025-04-03,Spor,Kamp Çadırı,4192.17,5,0.0,20960.85,Karadeniz,Kredi Kartı,False,,2
ORD-13868,CUST-2580,2025-03-22,Giyim,Ayakkabı,562.59,4,0.0,2250.36,Marmara,Kredi Kartı,True,Kusurlu Ürün,1
ORD-13869,CUST-2336,2025-07-14,Ev & Yaşam,Kahve Makinesi,12134.56,1,0.0,12134.56,Marmara,Banka Kartı,False,,4
ORD-13870,CUST-4356,2025-06-07,Spor,Dambıl,8190.52,5,0.16,34400.18,Marmara,Kredi Kartı,True,Beden Uymadı,3
ORD-13871,CUST-1018,2025-10-04,Spor,Koşu Bandı,5445.14,5,0.0,27225.7,Güneydoğu Anadolu,Kapıda Ödeme,False,,5
ORD-13872,CUST-1947,2025-03-08,Elektronik,Klavye,17508.51,1,0.08,16107.83,İç Anadolu,Kredi Kartı,False,,5
ORD-13873,CUST-3852,2026-01-10,Spor,Dambıl,3899.75,5,0.17,16183.96,Ege,Banka Kartı,True,Vazgeçtim,2
ORD-13874,CUST-4619,2026-01-01,Elektronik,Mouse,30029.27,1,0.0,30029.27,Ege,Kredi Kartı,False,,5
ORD-13875,CUST-1096,2025-05-15,Spor,Spor Çantası,2702.56,1,0.0,2702.56,Doğu Anadolu,Kredi Kartı,False,,1
ORD-13876,CUST-4674,2025-04-24,Ev & Yaşam,Masa,5127.53,4,0.0,20510.12,Ege,Banka Kartı,False,,2
ORD-13877,CUST-2985,2025-07-30,Elektronik,Tablet,6816.58,1,0.0,6816.58,Akdeniz,Kredi Kartı,False,,2
ORD-13878,CUST-1752,2025-03-01,Ev & Yaşam,Lamba,2358.52,5,0.0,11792.6,Marmara,Kredi Kartı,True,Kusurlu Ürün,2
ORD-13879,CUST-1643,2025-07-02,Spor,Dambıl,1009.52,4,0.0,4038.08,Ege,Banka Kartı,False,,1
ORD-13880,CUST-3947,2025-08-27,Elektronik,Monitör,39343.75,1,0.16,33048.75,Marmara,Kredi Kartı,False,,3
ORD-13881,CUST-1417,2025-04-29,Elektronik,Laptop,19958.23,1,0.18,16365.75,Marmara,Kredi Kartı,False,,2
ORD-13882,CUST-1885,2025-05-12,Spor,Spor Çantası,7031.56,2,0.1,12656.81,İç Anadolu,Kapıda Ödeme,False,,2
ORD-13883,CUST-3092,2025-10-19,Giyim,Tişört,1177.97,2,0.04,2261.7,Marmara,Kredi Kartı,False,,3
ORD-13884,CUST-2690,2025-06-04,Spor,Dambıl,4445.49,2,0.0,8890.98,Karadeniz,Kredi Kartı,False,,5
ORD-13885,CUST-4462,2025-07-25,Elektronik,Kulaklık,25984.63,1,0.0,25984.63,Doğu Anadolu,Kredi Kartı,False,,2
ORD-13886,CUST-2764,2025-07-25,Giyim,Spor Ayakkabı,764.89,2,0.0,1529.78,Marmara,Banka Kartı,False,,5
ORD-13887,CUST-4993,2025-07-16,Ev & Yaşam,Masa,8413.27,1,0.0,8413.27,Akdeniz,Kredi Kartı,False,,3
ORD-13888,CUST-2562,2026-02-17,Giyim,Pantolon,1114.81,5,0.0,5574.05,Ege,Kredi Kartı,False,,1
ORD-13889,CUST-1527,2025-06-04,Elektronik,Klavye,6648.35,1,0.0,6648.35,Marmara,Kredi Kartı,False,,2
ORD-13890,CUST-1424,2026-01-27,Spor,Dambıl,7708.31,3,0.0,23124.93,Akdeniz,Banka Kartı,False,,3
ORD-13891,CUST-1023,2025-03-07,Ev & Yaşam,Robot Süpürge,11689.31,5,0.23,45003.84,Ege,Kredi Kartı,True,Görselden Farklı,3
ORD-13892,CUST-1625,2025-09-10,Elektronik,Kulaklık,18832.3,2,0.15,32014.91,Güneydoğu Anadolu,Kredi Kartı,False,,3
ORD-13893,CUST-1840,2025-10-29,Giyim,Tişört,1701.96,5,0.04,8169.41,Marmara,Havale/EFT,False,,1
ORD-13894,CUST-1382,2025-12-31,Giyim,Gömlek,981.87,1,0.12,864.05,Marmara,Banka Kartı,False,,1
ORD-13895,CUST-1013,2025-12-08,Spor,Yoga Matı,4097.27,5,0.17,17003.67,Ege,Banka Kartı,False,,5
ORD-13896,CUST-4880,2025-12-13,Spor,Dambıl,236.34,4,0.13,822.46,Doğu Anadolu,Kredi Kartı,False,,4
ORD-13897,CUST-3408,2025-03-19,Ev & Yaşam,Lamba,13024.13,3,0.0,39072.39,İç Anadolu,Kredi Kartı,False,,1
ORD-13898,CUST-2729,2025-11-29,Elektronik,Akıllı Saat,24072.92,1,0.03,23350.73,İç Anadolu,Banka Kartı,False,,4
ORD-13899,CUST-1034,2025-06-14,Elektronik,Laptop,22525.58,1,0.0,22525.58,Akdeniz,Banka Kartı,False,,3
ORD-13900,CUST-4625,2025-07-05,Ev & Yaşam,Sandalye,14795.35,5,0.0,73976.75,Doğu Anadolu,Banka Kartı,False,,5
ORD-13901,CUST-2010,2025-06-01,Ev & Yaşam,Masa,13531.04,3,0.0,40593.12,Doğu Anadolu,Kredi Kartı,False,,2
ORD-13902,CUST-2584,2025-03-25,Giyim,Pantolon,511.45,5,0.11,2275.95,Ege,Banka Kartı,False,,3
ORD-13903,CUST-4776,2026-01-16,Spor,Kamp Çadırı,6869.14,2,0.13,11952.3,Akdeniz,Kredi Kartı,False,,4
ORD-13904,CUST-3146,2025-05-22,Ev & Yaşam,Lamba,13852.91,2,0.0,27705.82,Marmara,Banka Kartı,False,,5
ORD-13905,CUST-3033,2025-03-06,Ev & Yaşam,Kahve Makinesi,5204.42,3,0.0,15613.26,Güneydoğu Anadolu,Kredi Kartı,False,,4
ORD-13906,CUST-1820,2026-02-23,Elektronik,Klavye,32832.68,1,0.17,27251.12,Marmara,Kredi Kartı,False,,5
ORD-13907,CUST-2128,2025-07-02,Giyim,Kazak,1686.63,4,0.04,6476.66,Marmara,Havale/EFT,False,,5
ORD-13908,CUST-2956,2025-09-20,Spor,Yoga Matı,417.06,3,0.23,963.41,Ege,Kredi Kartı,False,,3
ORD-13909,CUST-4673,2025-03-01,Elektronik,Mouse,17967.61,2,0.0,35935.22,Marmara,Kredi Kartı,False,,4
ORD-13910,CUST-3093,2026-01-28,Ev & Yaşam,Mutfak Robotu,6583.29,2,0.0,13166.58,Marmara,Havale/EFT,False,,3
ORD-13911,CUST-3302,2025-09-27,Spor,Spor Çantası,1827.78,2,0.0,3655.56,Marmara,Kredi Kartı,False,,4
ORD-13912,CUST-2934,2026-01-04,Ev & Yaşam,Kahve Makinesi,6671.79,1,0.0,6671.79,Güneydoğu Anadolu,Kredi Kartı,False,,2
ORD-13913,CUST-2795,2025-06-22,Spor,Kamp Çadırı,5421.71,2,0.15,9216.91,Karadeniz,Havale/EFT,False,,5
ORD-13914,CUST-3149,2025-09-10,Giyim,Ceket,780.49,3,0.0,2341.47,Ege,Kredi Kartı,False,,4
ORD-13915,CUST-1355,2025-03-25,Giyim,Ayakkabı,862.74,4,0.0,3450.96,İç Anadolu,Kredi Kartı,False,,4
ORD-13916,CUST-3669,2025-04-04,Ev & Yaşam,Mutfak Robotu,11648.75,2,0.0,23297.5,Ege,Banka Kartı,True,Görselden Farklı,1
ORD-13917,CUST-1214,2025-04-03,Giyim,Spor Ayakkabı,883.92,3,0.16,2227.48,Marmara,Banka Kartı,True,Geç Teslimat,1
ORD-13918,CUST-3320,2025-04-06,Elektronik,Laptop,24093.03,2,0.0,48186.06,Karadeniz,Kredi Kartı,False,,3
ORD-13919,CUST-4861,2025-08-01,Giyim,Tişört,203.89,4,0.22,636.14,Karadeniz,Kredi Kartı,False,,4
ORD-13920,CUST-3978,2025-07-25,Giyim,Tişört,1831.53,3,0.0,5494.59,Akdeniz,Kredi Kartı,False,,5
ORD-13921,CUST-3074,2025-10-15,Giyim,Tişört,1048.24,2,0.0,2096.48,Ege,Kredi Kartı,False,,4
ORD-13922,CUST-3332,2025-04-18,Elektronik,Akıllı Saat,2835.16,2,0.02,5556.91,Marmara,Kredi Kartı,False,,3
ORD-13923,CUST-1003,2026-01-16,Giyim,Ayakkabı,163.7,1,0.0,163.7,Marmara,Kapıda Ödeme,False,,3
ORD-13924,CUST-2004,2025-07-31,Ev & Yaşam,Mutfak Robotu,10170.64,3,0.0,30511.92,Ege,Banka Kartı,False,,3
ORD-13925,CUST-4986,2025-06-01,Ev & Yaşam,Masa,13364.84,3,0.0,40094.52,Güneydoğu Anadolu,Kredi Kartı,False,,5
ORD-13926,CUST-4593,2025-08-22,Giyim,Mont,752.39,5,0.14,3235.28,Doğu Anadolu,Kredi Kartı,False,,1
ORD-13927,CUST-2066,2025-03-30,Ev & Yaşam,Halı,2705.67,5,0.21,10687.4,Marmara,Kredi Kartı,False,,1
ORD-13928,CUST-2635,2025-07-13,Giyim,Tişört,1829.55,2,0.25,2744.32,İç Anadolu,Kredi Kartı,False,,3
ORD-13929,CUST-3635,2025-07-20,Giyim,Kazak,1573.84,2,0.0,3147.68,Marmara,Banka Kartı,False,,4
ORD-13930,CUST-3839,2026-01-18,Ev & Yaşam,Lamba,1090.75,4,0.03,4232.11,İç Anadolu,Banka Kartı,False,,5
ORD-13931,CUST-2969,2025-05-10,Giyim,Gömlek,295.27,1,0.0,295.27,İç Anadolu,Banka Kartı,False,,1
ORD-13932,CUST-1131,2025-12-25,Spor,Bisiklet,2986.59,2,0.04,5734.25,İç Anadolu,Kredi Kartı,False,,2
